Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
rear_left_tube_L,1.01904598537809,1.71010799487375,0.602381597900682,0,0,0,0.185067675197662,0.029707829187274,1.92332160242193E-09,-3.37902690488772E-10,0.0204240923383524,-0.0137570481564336,0.00932114604753981,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_tube_L.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_tube_L.STL,,robot leg  with 2 same linear actuators 6-1/carbon fiber leg 1400 mm lower-1,Coordinate System5,Axis12,rear_left_tube_L_j,fixed,0,0,0,0,0,0,rear_left_hinge_LL,0,0,0,,,,,,,,,,,,
rear_left_base,1.019046,1.31713994817178,0.0200524252708023,0,0,0,0.00526659250823883,1.57167590827313E-06,6.98764716172855E-23,1.03549426819277E-22,1.66436600986047E-06,1.37354397942872E-07,1.77521685073796E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_left_base.STL,,robot leg  with 2 same linear actuators 6-1/leg support-1,Coordinate System5,Axis12 <robot leg  with 2 same linear actuators 6-1>,rear_left_base_j,fixed,0,0,0,0,0,0,rear_left_tube_L,0,0,0,,,,,,,,,,,,
rear_H_chassis,3.33066907387547E-15,1.78095,2.54999999999993,0,0,0,0.887095000000013,0.000363660529397919,-1.29026743307269E-18,-1.56731957856012E-17,0.295880163598037,-2.50003001095333E-20,0.295880163598037,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_H_chassis.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_H_chassis.STL,,u frame channel horizontal frame-3,Coordinate System5,Axis1 <u frame channel horizontal frame-3>,rear_H_chassis_j,fixed,0,0,0,0,0,0,rear_left_chassis,0,0,0,,,,,,,,,,,,
rear_right_chassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_chassis.STL,1,1,1,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_chassis.STL,,robot leg  with 2 same linear actuators 3-1/u frame channel 2-1,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 3-1>,rear_right_chassis_j,fixed,0,0,0,0,0,0,mid_right_chassis,0,0,0,,,,,,,,,,,,
rear_right_hinge_UU,-1.01905088535195,1.5593104196306,2.52925907191912,0,0,0,0.0124075021216383,2.15475302244529E-05,4.08560226153346E-09,3.50399840521018E-11,2.48420344050467E-06,4.38826489428149E-07,2.39156461358406E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_UU.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_UU.STL,,robot leg  with 2 same linear actuators 3-1/STRAP HINGE-2,Coordinate System5,Axis5 <robot leg  with 2 same linear actuators 3-1>,rear_right_hinge_UU_j,fixed,0,0,0,0,0,0,rear_right_chassis,0,0,0,,,,,,,,,,,,
rear_right_hinge_UL,-1.01881295262351,1.63192517660908,2.48445803929277,0,0,0,0.0149562464353106,2.77382899355202E-05,6.5353775437596E-08,-1.41295041717211E-07,2.61494553215485E-05,9.67138676349039E-06,6.47197939264147E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_UL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_UL.STL,,robot leg  with 2 same linear actuators 3-1/STRAP HINGE right-2,Coordinate System5,Axis11 <robot leg  with 2 same linear actuators 3-1>,rear_right_hinge_UL_j,revolute,0,0,0,0,0,0,rear_right_hinge_UU,1,0,0,100,0.5,-0.5,0.5,,,,,,,,
rear_right_tube_U,-1.01905295856905,1.86458296739119,1.866269202849,0,0,0,0.182771131041898,0.028804034834874,1.02559634885052E-10,9.5576486023642E-10,0.0253156864199874,0.00938951254670266,0.00352488886727283,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_tube_U.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_tube_U.STL,,robot leg  with 2 same linear actuators 3-1/carbon fiber leg 1400 mm upper-1,Coordinate System5,Axis5,rear_right_tube_U_j,fixed,0,0,0,0,0,0,rear_right_hinge_UL,0,0,0,,,,,,,,,,,,
rear_right_hinge_LU,-1.01881238906586,2.08336237200276,1.16058737020997,0,0,0,0.0149300101126432,2.77317572300826E-05,-7.69471573205977E-08,-1.3572693923512E-07,2.22963751320344E-05,-1.24251025340891E-05,1.03187746968897E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_LU.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_LU.STL,,robot leg  with 2 same linear actuators 3-1/STRAP HINGE right-3,Coordinate System5,Axis5,rear_right_hinge_LU_j,fixed,0,0,0,0,0,0,rear_right_tube_U,0,0,0,,,,,,,,,,,,
rear_right_hinge_LL,-1.01881238906586,2.08336237200276,1.16058737020997,0,0,0,0.0149300101126432,2.77317572300827E-05,-7.69471573205979E-08,-1.3572693923512E-07,2.22963751320344E-05,-1.24251025340891E-05,1.03187746968897E-05,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_LL.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_hinge_LL.STL,,robot leg  with 2 same linear actuators 3-1/STRAP HINGE right-3,Coordinate System5,Axis3 <robot leg  with 2 same linear actuators 3-1>,rear_right_hinge_LL_j,revolute,0,0,0,0,0,0,rear_right_hinge_LU,-1,0,0,100,0.5,-0.5,0.5,,,,,,,,
rear_right_tube_L,-1.01905401462191,1.71010799771017,0.602381598049495,0,0,0,0.185067675197639,0.0297078291884477,1.92332160570767E-09,-3.37902677232982E-10,0.0204240923796869,-0.0137570481406233,0.00932114600737894,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_tube_L.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_tube_L.STL,,robot leg  with 2 same linear actuators 3-1/carbon fiber leg 1400 mm lower-1,Coordinate System5,Axis11,rear_right_tube_L_j,fixed,0,0,0,0,0,0,rear_right_hinge_LL,0,0,0,,,,,,,,,,,,
rear_right_base,0.482860047845508,2.52994757473162,-0.628654000000006,0,0,0,0.0052665925082388,1.66436600945581E-06,1.37354397779592E-07,-4.44722851416349E-23,1.77521685114261E-06,-6.58915914700885E-23,1.57167590827311E-06,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://robo_assemblyone/meshes/rear_right_base.STL,,robot leg  with 2 same linear actuators 3-1/leg support-1,Origin_rear_H_chassis_j,Axis12 <robot leg  with 2 same linear actuators 3-1>,rear_right_base_j,fixed,-0.3904,1.8,2.54999999999993,-1.5707963267949,0,-1.5707963267949,rear_right_tube_L,0,0,0,,,,,,,,,,,,
